iter	Passed	Remaining
1685	8458	2829
1686	8464	2824
1687	8469	2819
1688	8473	2814
1689	8478	2809
1690	8482	2804
1691	8486	2798
1692	8491	2793
1693	8496	2788
1694	8500	2783
1695	8505	2778
1696	8509	2773
1697	8513	2767
1698	8518	2762
1699	8523	2757
1700	8527	2752
1701	8531	2746
1702	8534	2741
1703	8539	2736
1704	8545	2731
1705	8551	2726
1706	8556	2721
1707	8561	2716
1708	8565	2711
1709	8570	2706
1710	8574	2701
1711	8579	2696
1712	8584	2691
1713	8589	2686
1714	8593	2680
1715	8598	2675
1716	8606	2671
1717	8613	2667
1718	8619	2662
1719	8625	2657
1720	8630	2652
1721	8636	2648
1722	8642	2643
1723	8649	2639
1724	8654	2634
1725	8660	2629
1726	8665	2624
1727	8671	2619
1728	8676	2614
1729	8681	2609
1730	8689	2605
1731	8696	2601
1732	8706	2597
1733	8715	2593
1734	8720	2588
1735	8725	2583
1736	8729	2578
1737	8733	2572
1738	8739	2568
1739	8747	2563
1740	8753	2559
1741	8757	2553
1742	8762	2548
1743	8766	2543
1744	8771	2538
1745	8775	2533
1746	8779	2527
1747	8784	2522
1748	8789	2517
1749	8795	2512
1750	8800	2507
1751	8803	2502
1752	8809	2497
1753	8813	2492
1754	8818	2487
1755	8823	2482
1756	8826	2476
1757	8830	2471
1758	8834	2465
1759	8839	2461
1760	8844	2456
1761	8850	2451
1762	8854	2446
1763	8861	2441
1764	8865	2436
1765	8869	2430
1766	8872	2425
1767	8878	2420
1768	8883	2415
1769	8887	2410
1770	8892	2405
1771	8898	2400
1772	8904	2395
1773	8909	2390
1774	8913	2385
1775	8919	2380
1776	8929	2376
1777	8936	2372
1778	8943	2367
1779	8950	2363
1780	8957	2358
1781	8962	2353
1782	8968	2349
1783	8973	2344
1784	8978	2338
1785	8983	2333
1786	8988	2328
1787	8994	2324
1788	8999	2319
1789	9008	2315
1790	9014	2310
1791	9018	2305
1792	9024	2300
1793	9029	2295
1794	9034	2290
1795	9041	2285
1796	9046	2280
1797	9051	2275
1798	9057	2270
1799	9062	2265
1800	9067	2260
1801	9072	2255
1802	9077	2250
1803	9081	2245
1804	9085	2240
1805	9090	2234
1806	9095	2229
1807	9100	2224
1808	9105	2219
1809	9110	2214
1810	9115	2209
1811	9120	2204
1812	9126	2199
1813	9130	2194
1814	9135	2189
1815	9141	2184
1816	9146	2179
1817	9150	2174
1818	9155	2169
1819	9160	2164
1820	9165	2159
1821	9169	2154
1822	9174	2149
1823	9180	2144
1824	9186	2139
1825	9191	2134
1826	9196	2129
1827	9200	2123
1828	9204	2118
1829	9209	2113
1830	9213	2108
1831	9219	2103
1832	9224	2098
1833	9230	2093
1834	9236	2088
1835	9241	2083
1836	9246	2078
1837	9250	2073
1838	9256	2068
1839	9261	2063
1840	9266	2058
1841	9271	2053
1842	9275	2048
1843	9279	2043
1844	9283	2037
1845	9289	2032
1846	9293	2027
1847	9297	2022
1848	9300	2017
1849	9304	2011
1850	9313	2007
1851	9317	2002
1852	9322	1997
1853	9326	1991
1854	9331	1987
1855	9338	1982
1856	9343	1977
1857	9347	1972
1858	9352	1967
1859	9357	1961
1860	9364	1957
1861	9368	1952
1862	9372	1946
1863	9377	1941
1864	9382	1936
1865	9386	1931
1866	9391	1926
1867	9396	1921
1868	9402	1916
1869	9407	1911
1870	9413	1906
1871	9419	1902
1872	9425	1897
1873	9438	1893
1874	9445	1889
1875	9451	1884
1876	9456	1879
1877	9460	1874
1878	9465	1868
1879	9469	1863
1880	9474	1858
1881	9479	1853
1882	9483	1848
1883	9488	1843
1884	9494	1838
1885	9498	1833
1886	9502	1828
1887	9509	1823
1888	9514	1818
1889	9518	1813
1890	9522	1807
1891	9527	1802
1892	9533	1797
1893	9537	1792
1894	9543	1787
1895	9547	1782
1896	9552	1777
1897	9556	1772
1898	9560	1767
1899	9564	1761
1900	9570	1757
1901	9575	1751
1902	9579	1746
1903	9583	1741
1904	9587	1736
1905	9592	1731
1906	9597	1726
1907	9600	1720
1908	9606	1716
1909	9613	1711
1910	9617	1706
1911	9621	1700
1912	9626	1695
1913	9631	1690
1914	9639	1686
1915	9644	1681
1916	9649	1676
1917	9655	1671
1918	9661	1666
1919	9669	1661
1920	9675	1657
1921	9684	1652
1922	9692	1648
1923	9697	1643
1924	9703	1638
1925	9708	1633
1926	9713	1628
1927	9720	1623
1928	9725	1618
1929	9730	1613
1930	9736	1608
1931	9742	1603
1932	9749	1598
1933	9755	1594
1934	9760	1588
1935	9766	1584
1936	9771	1578
1937	9778	1574
1938	9782	1569
1939	9786	1563
1940	9792	1558
1941	9799	1554
1942	9804	1549
1943	9809	1544
1944	9814	1538
1945	9817	1533
1946	9821	1528
1947	9827	1523
1948	9833	1518
1949	9839	1513
1950	9843	1508
1951	9847	1503
1952	9851	1498
1953	9856	1493
1954	9860	1487
1955	9864	1482
1956	9868	1477
1957	9873	1472
1958	9878	1467
1959	9883	1462
1960	9887	1457
1961	9892	1452
1962	9899	1447
1963	9905	1442
1964	9912	1437
1965	9918	1432
1966	9928	1428
1967	9935	1423
1968	9940	1418
1969	9947	1413
1970	9954	1409
1971	9961	1404
1972	9967	1399
1973	9972	1394
1974	9978	1389
1975	9983	1384
1976	9989	1379
1977	9995	1374
1978	9999	1369
1979	10005	1364
1980	10009	1359
1981	10014	1354
1982	10020	1349
1983	10026	1344
1984	10032	1339
1985	10038	1334
1986	10043	1329
1987	10048	1324
1988	10057	1319
1989	10062	1314
1990	10068	1309
1991	10073	1304
1992	10079	1299
1993	10083	1294
1994	10089	1289
1995	10095	1284
1996	10101	1279
1997	10106	1274
1998	10111	1269
1999	10115	1264
2000	10120	1259
2001	10127	1254
2002	10132	1249
2003	10137	1244
2004	10142	1239
2005	10147	1234
2006	10152	1229
2007	10157	1224
2008	10162	1219
2009	10172	1214
2010	10176	1209
2011	10180	1204
2012	10186	1199
2013	10191	1194
2014	10195	1189
2015	10200	1184
2016	10204	1178
2017	10208	1173
2018	10213	1168
2019	10219	1163
2020	10225	1158
2021	10229	1153
2022	10233	1148
2023	10237	1143
2024	10242	1138
2025	10247	1132
2026	10252	1127
2027	10257	1122
2028	10262	1117
2029	10267	1112
2030	10274	1107
2031	10279	1102
2032	10284	1097
2033	10289	1092
2034	10295	1087
2035	10300	1082
2036	10306	1077
2037	10312	1072
2038	10319	1067
2039	10323	1062
2040	10329	1057
2041	10334	1052
2042	10339	1047
2043	10343	1042
2044	10348	1037
2045	10352	1032
2046	10355	1026
2047	10359	1021
2048	10364	1016
2049	10369	1011
2050	10374	1006
2051	10379	1001
2052	10384	996
2053	10388	991
2054	10393	986
2055	10396	980
2056	10402	976
2057	10407	970
2058	10413	965
2059	10417	960
2060	10421	955
2061	10428	950
2062	10434	945
2063	10439	940
2064	10444	935
2065	10450	930
2066	10456	925
2067	10460	920
2068	10466	915
2069	10474	910
2070	10482	906
2071	10488	901
2072	10495	896
2073	10501	891
2074	10507	886
2075	10514	881
2076	10521	876
2077	10527	871
2078	10533	866
2079	10539	861
2080	10545	856
2081	10551	851
2082	10557	846
2083	10564	841
2084	10571	836
2085	10580	831
2086	10594	827
2087	10600	822
2088	10611	817
2089	10632	813
2090	10649	809
2091	10663	805
2092	10672	800
2093	10688	796
2094	10712	792
2095	10737	788
2096	10742	783
2097	10747	778
2098	10753	773
2099	10765	768
2100	10771	763
2101	10789	759
2102	10795	754
2103	10809	750
2104	10823	745
2105	10827	740
2106	10832	735
2107	10837	730
2108	10843	724
2109	10848	719
2110	10852	714
2111	10856	709
2112	10866	704
2113	10870	699
2114	10874	694
2115	10879	688
2116	10883	683
2117	10888	678
2118	10893	673
2119	10899	668
2120	10904	663
2121	10910	658
2122	10915	652
2123	10920	647
2124	10926	642
2125	10932	637
2126	10937	632
2127	10942	627
2128	10947	622
2129	10952	617
2130	10957	611
2131	10962	606
2132	10966	601
2133	10970	596
2134	10974	591
2135	10979	585
2136	10983	580
2137	10988	575
2138	10991	570
2139	10996	565
2140	11001	560
2141	11006	554
2142	11012	549
2143	11016	544
2144	11021	539
2145	11026	534
2146	11030	529
2147	11034	523
2148	11039	518
2149	11044	513
2150	11048	508
2151	11053	503
2152	11057	498
2153	11061	493
2154	11065	487
2155	11070	482
2156	11074	477
2157	11078	472
2158	11082	467
2159	11087	461
2160	11091	456
2161	11096	451
2162	11101	446
2163	11105	441
2164	11110	436
2165	11117	431
2166	11122	426
2167	11127	420
2168	11135	415
2169	11141	410
2170	11146	405
2171	11152	400
2172	11157	395
2173	11162	390
2174	11167	385
2175	11172	379
2176	11176	374
2177	11181	369
2178	11186	364
2179	11190	359
2180	11194	354
2181	11199	349
2182	11205	343
2183	11210	338
2184	11215	333
2185	11219	328
2186	11224	323
2187	11229	318
2188	11232	313
2189	11238	307
2190	11243	302
2191	11248	297
2192	11251	292
2193	11255	287
2194	11261	282
2195	11265	277
2196	11270	271
2197	11274	266
2198	11280	261
2199	11285	256
2200	11290	251
2201	11305	246
2202	11318	241
2203	11323	236
2204	11330	231
2205	11335	226
2206	11355	221
2207	11363	216
2208	11372	211
2209	11379	205
2210	11392	200
2211	11413	196
2212	11431	191
2213	11440	186
2214	11448	180
2215	11457	175
2216	11477	170
2217	11493	165
2218	11501	160
2219	11508	155
2220	11513	150
2221	11517	145
2222	11524	139
2223	11530	134
2224	11535	129
2225	11540	124
2226	11547	119
2227	11553	114
2228	11558	108
2229	11564	103
2230	11572	98
2231	11579	93
2232	11585	88
2233	11591	83
2234	11596	77
2235	11601	72
2236	11609	67
2237	11615	62
2238	11622	57
2239	11633	51
2240	11647	46
2241	11655	41
2242	11661	36
2243	11668	31
2244	11673	25
2245	11678	20
2246	11683	15
2247	11689	10
2248	11695	5
2249	11701	0
