iter	Passed	Remaining
658	3367	8131
659	3371	8122
660	3376	8115
661	3382	8113
662	3386	8106
663	3390	8099
664	3394	8091
665	3399	8084
666	3404	8080
667	3409	8074
668	3413	8067
669	3417	8059
670	3423	8055
671	3428	8050
672	3433	8045
673	3438	8039
674	3442	8031
675	3447	8026
676	3451	8020
677	3455	8012
678	3459	8004
679	3464	7999
680	3470	7995
681	3475	7989
682	3479	7983
683	3484	7977
684	3488	7970
685	3493	7965
686	3498	7959
687	3502	7952
688	3506	7943
689	3511	7939
690	3516	7932
691	3525	7938
692	3531	7935
693	3538	7932
694	3542	7925
695	3546	7919
696	3551	7912
697	3556	7908
698	3560	7901
699	3564	7892
700	3570	7889
701	3574	7882
702	3578	7875
703	3582	7867
704	3586	7859
705	3592	7857
706	3597	7851
707	3602	7845
708	3606	7837
709	3611	7833
710	3616	7827
711	3621	7823
712	3627	7819
713	3632	7814
714	3636	7808
715	3641	7802
716	3646	7797
717	3650	7789
718	3655	7783
719	3659	7776
720	3664	7770
721	3668	7762
722	3672	7755
723	3676	7749
724	3681	7743
725	3686	7737
726	3689	7729
727	3694	7723
728	3699	7718
729	3703	7711
730	3708	7706
731	3712	7697
732	3716	7691
733	3723	7691
734	3728	7685
735	3733	7680
736	3739	7675
737	3744	7670
738	3749	7665
739	3753	7658
740	3758	7653
741	3762	7647
742	3766	7640
743	3771	7634
744	3776	7629
745	3781	7623
746	3785	7617
747	3791	7612
748	3795	7605
749	3802	7604
750	3807	7599
751	3812	7593
752	3818	7590
753	3822	7584
754	3827	7579
755	3832	7574
756	3836	7565
757	3840	7559
758	3845	7553
759	3850	7548
760	3855	7542
761	3859	7535
762	3863	7528
763	3866	7521
764	3871	7515
765	3876	7509
766	3880	7502
767	3884	7495
768	3889	7489
769	3893	7484
770	3898	7478
771	3902	7471
772	3906	7464
773	3910	7456
774	3914	7450
775	3919	7445
776	3924	7439
777	3929	7434
778	3933	7427
779	3939	7423
780	3943	7416
781	3947	7411
782	3952	7404
783	3955	7396
784	3960	7391
785	3965	7385
786	3969	7380
787	3974	7374
788	3979	7368
789	3984	7364
790	3989	7357
791	3993	7351
792	3997	7344
793	4002	7339
794	4007	7334
795	4012	7329
796	4017	7324
797	4022	7319
798	4027	7314
799	4031	7307
800	4036	7301
801	4041	7296
802	4045	7290
803	4051	7286
804	4056	7281
805	4060	7274
806	4064	7268
807	4070	7263
808	4073	7256
809	4077	7249
810	4081	7242
811	4085	7235
812	4090	7230
813	4095	7224
814	4099	7218
815	4103	7212
816	4109	7208
817	4114	7202
818	4119	7198
819	4124	7192
820	4131	7191
821	4135	7185
822	4139	7177
823	4143	7170
824	4150	7168
825	4154	7163
826	4159	7157
827	4164	7152
828	4170	7149
829	4174	7142
830	4178	7135
831	4182	7128
832	4187	7123
833	4192	7117
834	4196	7111
835	4200	7104
836	4204	7097
837	4209	7092
838	4215	7089
839	4219	7082
840	4223	7075
841	4228	7071
842	4234	7067
843	4239	7061
844	4242	7054
845	4246	7047
846	4250	7040
847	4257	7039
848	4262	7034
849	4268	7030
850	4273	7025
851	4279	7022
852	4286	7020
853	4292	7016
854	4296	7010
855	4302	7006
856	4313	7010
857	4323	7014
858	4329	7010
859	4335	7007
860	4339	7001
861	4345	6997
862	4350	6992
863	4355	6986
864	4358	6978
865	4362	6971
866	4367	6966
867	4371	6959
868	4375	6953
869	4379	6946
870	4384	6942
871	4389	6936
872	4394	6931
873	4398	6924
874	4404	6921
875	4408	6914
876	4412	6908
877	4416	6901
878	4420	6894
879	4425	6889
880	4429	6883
881	4434	6877
882	4439	6872
883	4443	6866
884	4448	6860
885	4452	6855
886	4457	6848
887	4460	6842
888	4465	6836
889	4470	6830
890	4475	6825
891	4479	6820
892	4484	6814
893	4490	6811
894	4495	6805
895	4500	6801
896	4507	6799
897	4513	6794
898	4518	6789
899	4522	6784
900	4527	6778
901	4533	6775
902	4539	6770
903	4544	6767
904	4551	6765
905	4562	6768
906	4568	6765
907	4573	6759
908	4582	6760
909	4588	6756
910	4593	6751
911	4599	6747
912	4605	6743
913	4609	6738
914	4616	6734
915	4621	6729
916	4625	6724
917	4632	6721
918	4637	6716
919	4642	6710
920	4646	6705
921	4652	6701
922	4658	6697
923	4665	6695
924	4670	6690
925	4675	6685
926	4684	6685
927	4689	6680
928	4694	6675
929	4700	6671
930	4705	6666
931	4712	6664
932	4717	6659
933	4723	6654
934	4727	6649
935	4731	6642
936	4736	6637
937	4740	6631
938	4746	6627
939	4751	6621
940	4755	6615
941	4760	6610
942	4764	6603
943	4768	6597
944	4773	6592
945	4778	6586
946	4783	6581
947	4787	6575
948	4793	6571
949	4797	6565
950	4803	6560
951	4807	6555
952	4812	6549
953	4816	6543
954	4822	6539
955	4826	6532
956	4832	6528
957	4836	6522
958	4840	6516
959	4845	6510
960	4849	6504
961	4854	6499
962	4859	6495
963	4863	6488
964	4867	6481
965	4871	6475
966	4876	6469
967	4880	6463
968	4885	6458
969	4889	6452
970	4895	6448
971	4900	6443
972	4905	6437
973	4910	6432
974	4915	6427
975	4919	6422
976	4925	6417
977	4929	6411
978	4933	6405
979	4937	6398
980	4942	6393
981	4946	6387
982	4950	6381
983	4955	6375
984	4959	6369
985	4965	6365
986	4969	6358
987	4972	6351
988	4976	6345
989	4981	6339
990	4986	6334
991	4990	6328
992	4995	6323
993	4999	6317
994	5004	6312
995	5009	6307
996	5014	6301
997	5017	6294
998	5021	6288
999	5024	6281
1000	5029	6275
1001	5034	6271
1002	5039	6265
1003	5043	6258
1004	5047	6252
1005	5052	6248
1006	5057	6242
1007	5061	6236
1008	5065	6230
1009	5070	6225
1010	5078	6223
1011	5083	6218
1012	5088	6214
1013	5094	6210
1014	5099	6205
1015	5103	6198
1016	5109	6195
1017	5116	6191
1018	5120	6186
1019	5124	6179
1020	5129	6173
1021	5133	6168
1022	5138	6163
1023	5143	6157
1024	5148	6152
1025	5152	6147
1026	5158	6142
1027	5163	6137
1028	5167	6131
1029	5171	6125
1030	5175	6118
1031	5179	6112
1032	5183	6106
1033	5188	6101
1034	5193	6096
1035	5198	6091
1036	5204	6088
1037	5208	6081
1038	5212	6074
1039	5216	6069
1040	5222	6065
1041	5227	6060
1042	5231	6054
1043	5237	6050
1044	5244	6047
1045	5249	6042
1046	5255	6038
1047	5266	6039
1048	5272	6036
1049	5276	6030
1050	5283	6027
1051	5287	6021
1052	5292	6016
1053	5297	6011
1054	5302	6006
1055	5307	6001
1056	5313	5996
1057	5318	5991
1058	5322	5986
1059	5327	5980
1060	5331	5975
1061	5335	5968
1062	5340	5963
1063	5344	5957
1064	5350	5953
1065	5354	5947
1066	5359	5942
1067	5364	5937
1068	5369	5932
1069	5373	5926
1070	5377	5920
1071	5381	5913
1072	5387	5909
1073	5391	5903
1074	5396	5898
1075	5401	5893
1076	5406	5888
1077	5412	5884
1078	5416	5878
1079	5421	5873
1080	5425	5866
1081	5429	5860
1082	5434	5856
1083	5439	5850
1084	5443	5844
1085	5447	5839
1086	5451	5833
1087	5456	5827
1088	5461	5822
1089	5466	5817
1090	5470	5811
1091	5474	5805
1092	5481	5802
1093	5485	5796
1094	5489	5790
1095	5495	5785
1096	5501	5782
1097	5506	5777
1098	5511	5772
1099	5517	5767
1100	5522	5763
1101	5526	5757
1102	5531	5751
1103	5535	5745
1104	5539	5739
1105	5544	5734
1106	5549	5730
1107	5554	5725
1108	5558	5719
1109	5563	5714
1110	5569	5710
1111	5574	5704
1112	5577	5697
1113	5582	5692
1114	5590	5690
1115	5601	5691
1116	5610	5691
1117	5615	5686
1118	5619	5680
1119	5623	5674
1120	5628	5668
1121	5632	5662
1122	5636	5656
1123	5639	5649
1124	5644	5644
1125	5650	5640
1126	5654	5633
1127	5657	5627
1128	5662	5622
1129	5668	5618
1130	5673	5613
1131	5677	5607
1132	5683	5602
1133	5687	5597
1134	5692	5591
1135	5697	5586
1136	5702	5582
1137	5708	5577
1138	5712	5572
1139	5716	5565
1140	5720	5560
1141	5725	5554
1142	5730	5549
1143	5734	5544
1144	5739	5538
1145	5743	5533
1146	5747	5527
1147	5753	5522
1148	5759	5519
1149	5764	5513
1150	5768	5508
1151	5772	5502
1152	5779	5498
1153	5783	5493
1154	5787	5486
1155	5792	5481
1156	5798	5477
1157	5802	5472
1158	5806	5466
1159	5812	5461
1160	5817	5457
1161	5822	5451
1162	5826	5446
1163	5831	5440
1164	5836	5435
1165	5841	5430
1166	5846	5425
1167	5851	5420
1168	5856	5415
1169	5861	5410
1170	5865	5404
1171	5870	5399
1172	5874	5393
1173	5882	5391
1174	5887	5386
1175	5892	5381
1176	5898	5376
1177	5903	5372
1178	5909	5368
1179	5914	5363
1180	5918	5357
1181	5923	5352
1182	5929	5348
1183	5934	5343
1184	5938	5337
1185	5944	5332
1186	5950	5329
1187	5955	5323
1188	5960	5318
1189	5965	5314
1190	5972	5310
1191	5978	5306
1192	5986	5303
1193	5992	5299
1194	5997	5295
1195	6002	5289
1196	6007	5284
1197	6012	5279
1198	6017	5274
1199	6021	5268
1200	6025	5263
1201	6029	5256
1202	6034	5251
1203	6038	5246
1204	6043	5240
1205	6047	5235
1206	6051	5229
1207	6057	5225
1208	6061	5219
1209	6066	5213
1210	6070	5208
1211	6074	5202
1212	6079	5197
1213	6085	5192
1214	6090	5188
1215	6096	5183
1216	6102	5179
1217	6109	5176
1218	6117	5173
1219	6124	5170
1220	6129	5165
1221	6135	5161
1222	6140	5156
1223	6147	5152
1224	6152	5147
1225	6157	5143
1226	6163	5138
1227	6167	5133
1228	6172	5127
1229	6177	5122
1230	6186	5120
1231	6190	5115
1232	6195	5109
1233	6200	5105
1234	6206	5100
1235	6210	5094
1236	6213	5088
1237	6218	5082
1238	6225	5079
1239	6229	5074
1240	6233	5068
1241	6241	5065
1242	6247	5061
1243	6252	5056
1244	6255	5049
1245	6260	5044
1246	6264	5038
1247	6269	5033
1248	6275	5029
1249	6280	5024
1250	6285	5019
1251	6291	5015
1252	6295	5009
1253	6300	5004
1254	6305	4999
1255	6312	4995
1256	6316	4989
1257	6320	4983
1258	6324	4978
1259	6329	4973
1260	6336	4969
1261	6340	4963
1262	6344	4958
1263	6350	4953
1264	6356	4949
1265	6360	4943
1266	6364	4937
1267	6368	4932
1268	6374	4927
1269	6379	4922
1270	6384	4917
1271	6388	4911
1272	6392	4905
1273	6398	4901
1274	6403	4896
1275	6408	4891
1276	6414	4887
1277	6421	4883
1278	6425	4878
1279	6430	4872
1280	6434	4867
1281	6441	4863
1282	6445	4858
1283	6449	4852
1284	6453	4846
1285	6457	4840
1286	6465	4837
1287	6473	4834
1288	6477	4828
1289	6482	4824
1290	6487	4819
1291	6491	4813
1292	6496	4808
1293	6501	4803
1294	6507	4799
1295	6512	4793
1296	6515	4787
1297	6520	4782
1298	6524	4776
1299	6529	4771
1300	6533	4766
1301	6537	4760
1302	6541	4754
1303	6545	4748
1304	6549	4742
1305	6554	4737
1306	6558	4732
1307	6562	4726
1308	6567	4721
1309	6572	4716
1310	6577	4711
1311	6581	4705
1312	6587	4700
1313	6592	4695
1314	6597	4690
1315	6603	4686
1316	6609	4682
1317	6617	4679
1318	6623	4675
1319	6629	4670
1320	6636	4667
1321	6641	4661
1322	6645	4656
1323	6650	4651
1324	6655	4646
1325	6661	4642
1326	6666	4637
1327	6671	4631
1328	6676	4627
1329	6682	4622
1330	6687	4617
1331	6691	4611
1332	6697	4607
1333	6704	4603
1334	6710	4599
1335	6715	4594
1336	6719	4588
1337	6724	4583
1338	6729	4578
1339	6734	4573
1340	6740	4568
1341	6744	4563
1342	6748	4557
1343	6752	4551
1344	6755	4545
1345	6762	4541
1346	6768	4537
1347	6772	4531
1348	6776	4526
1349	6781	4521
1350	6786	4516
1351	6790	4510
1352	6795	4505
1353	6801	4500
1354	6806	4495
1355	6811	4490
1356	6816	4485
1357	6820	4480
1358	6825	4474
1359	6829	4469
1360	6834	4464
1361	6838	4458
1362	6842	4453
1363	6847	4448
1364	6852	4442
1365	6856	4437
1366	6860	4431
1367	6866	4426
1368	6872	4422
1369	6876	4416
1370	6882	4412
1371	6886	4406
1372	6892	4402
1373	6898	4397
1374	6901	4391
1375	6905	4386
1376	6909	4380
1377	6914	4375
1378	6919	4370
1379	6923	4364
1380	6928	4359
1381	6933	4354
1382	6938	4349
1383	6942	4343
1384	6946	4338
1385	6950	4333
1386	6957	4329
1387	6962	4324
1388	6967	4318
1389	6971	4313
1390	6976	4308
1391	6981	4303
1392	6986	4298
1393	6992	4293
1394	6996	4288
1395	7003	4284
1396	7008	4279
1397	7011	4273
1398	7016	4268
1399	7022	4263
1400	7028	4259
1401	7032	4253
1402	7035	4247
1403	7041	4242
1404	7045	4237
1405	7050	4232
1406	7054	4226
1407	7059	4221
1408	7065	4217
1409	7070	4211
1410	7075	4206
1411	7079	4201
1412	7084	4196
1413	7089	4191
1414	7094	4186
1415	7098	4181
1416	7103	4175
1417	7108	4170
1418	7112	4165
1419	7116	4159
1420	7120	4154
1421	7124	4148
1422	7128	4143
1423	7133	4137
1424	7138	4132
1425	7144	4128
1426	7150	4124
1427	7155	4118
1428	7161	4114
1429	7165	4109
1430	7170	4103
1431	7175	4098
1432	7179	4093
1433	7183	4087
1434	7188	4082
1435	7193	4077
1436	7196	4071
1437	7201	4066
1438	7205	4060
1439	7211	4056
1440	7219	4053
1441	7223	4047
1442	7227	4041
1443	7232	4037
1444	7237	4031
1445	7241	4026
1446	7245	4020
1447	7249	4015
1448	7254	4010
1449	7260	4005
1450	7264	4000
1451	7269	3994
1452	7273	3989
1453	7278	3984
1454	7282	3978
1455	7285	3973
1456	7289	3967
1457	7294	3962
1458	7299	3957
1459	7303	3951
1460	7307	3946
1461	7312	3941
1462	7317	3936
1463	7321	3930
1464	7325	3925
1465	7329	3919
1466	7332	3913
1467	7337	3908
1468	7342	3903
1469	7345	3897
1470	7349	3892
1471	7354	3887
1472	7360	3882
1473	7365	3877
1474	7369	3872
1475	7374	3867
1476	7379	3862
1477	7386	3858
1478	7391	3853
1479	7396	3848
1480	7404	3844
1481	7409	3839
1482	7414	3834
1483	7419	3829
1484	7424	3824
1485	7429	3819
1486	7433	3814
1487	7436	3808
1488	7440	3802
1489	7446	3798
1490	7451	3793
1491	7457	3788
1492	7461	3783
1493	7465	3777
1494	7469	3772
1495	7475	3767
1496	7479	3762
1497	7485	3757
1498	7495	3755
1499	7502	3751
1500	7507	3746
1501	7512	3741
1502	7519	3737
1503	7524	3732
1504	7529	3727
1505	7535	3722
1506	7539	3717
1507	7543	3711
1508	7548	3706
1509	7553	3701
1510	7558	3696
1511	7563	3691
1512	7568	3686
1513	7574	3682
1514	7578	3676
1515	7582	3671
1516	7585	3665
1517	7590	3660
1518	7595	3655
1519	7600	3650
1520	7605	3645
1521	7610	3640
1522	7615	3635
1523	7620	3630
1524	7624	3624
1525	7627	3619
1526	7632	3613
1527	7637	3609
1528	7642	3603
1529	7648	3599
1530	7654	3594
1531	7660	3590
1532	7664	3584
1533	7669	3579
1534	7674	3574
1535	7680	3570
1536	7684	3564
1537	7690	3560
1538	7694	3554
1539	7699	3549
1540	7705	3545
1541	7710	3540
1542	7715	3535
1543	7719	3529
1544	7724	3524
1545	7729	3519
1546	7733	3514
1547	7737	3508
1548	7741	3503
1549	7746	3498
1550	7752	3493
1551	7757	3488
1552	7763	3484
1553	7769	3479
1554	7773	3474
1555	7777	3468
1556	7781	3463
1557	7785	3458
1558	7791	3453
1559	7796	3448
1560	7800	3443
1561	7807	3438
1562	7812	3433
1563	7816	3428
1564	7821	3423
1565	7826	3418
1566	7830	3413
1567	7835	3407
1568	7839	3402
1569	7844	3397
1570	7849	3392
1571	7855	3388
1572	7860	3383
1573	7864	3377
1574	7869	3372
1575	7873	3367
1576	7878	3362
1577	7882	3356
1578	7887	3351
1579	7893	3347
1580	7899	3342
1581	7905	3338
1582	7910	3333
1583	7917	3328
1584	7922	3323
1585	7929	3319
1586	7935	3315
1587	7943	3311
1588	7950	3307
1589	7956	3302
1590	7962	3298
1591	7966	3292
1592	7972	3288
1593	7978	3283
1594	7982	3278
1595	7987	3272
1596	7991	3267
1597	7995	3262
1598	8001	3257
1599	8006	3252
1600	8010	3247
1601	8014	3241
1602	8018	3236
1603	8023	3231
1604	8028	3226
1605	8032	3220
1606	8035	3215
1607	8040	3210
1608	8045	3205
1609	8050	3200
1610	8056	3195
1611	8063	3191
1612	8068	3186
1613	8074	3181
1614	8079	3176
1615	8083	3171
1616	8090	3167
1617	8098	3163
1618	8107	3159
1619	8114	3155
1620	8121	3151
1621	8127	3146
1622	8134	3142
1623	8138	3137
1624	8142	3131
1625	8148	3126
1626	8154	3122
1627	8159	3117
1628	8163	3111
1629	8167	3106
1630	8173	3102
1631	8178	3097
1632	8183	3092
1633	8191	3088
1634	8198	3083
1635	8203	3078
1636	8211	3075
1637	8217	3070
1638	8223	3065
1639	8228	3060
1640	8232	3055
1641	8236	3049
1642	8240	3044
1643	8245	3039
1644	8252	3035
1645	8258	3030
1646	8264	3025
1647	8268	3020
1648	8273	3015
1649	8279	3010
1650	8283	3005
1651	8288	3000
1652	8292	2995
1653	8298	2990
1654	8304	2985
1655	8308	2980
1656	8311	2974
1657	8316	2969
1658	8321	2964
1659	8327	2959
1660	8330	2954
1661	8334	2948
1662	8339	2943
1663	8344	2938
1664	8351	2934
1665	8356	2929
1666	8362	2924
1667	8367	2919
1668	8370	2914
1669	8374	2908
1670	8380	2903
1671	8385	2898
1672	8391	2894
1673	8397	2889
1674	8402	2884
1675	8408	2879
1676	8413	2874
1677	8416	2869
1678	8421	2864
1679	8426	2859
1680	8432	2854
1681	8438	2849
1682	8442	2844
1683	8449	2839
1684	8454	2834
