iter	RMSE
1664	46267.92983
1665	46251.67609
1666	46241.21017
1667	46226.30335
1668	46218.43032
1669	46207.63994
1670	46188.36381
1671	46175.65661
1672	46164.45231
1673	46143.56615
1674	46134.32523
1675	46118.75399
1676	46107.17725
1677	46095.44455
1678	46083.04915
1679	46060.39683
1680	46038.0351
1681	46023.51836
1682	46000.66652
1683	45983.64574
1684	45968.27476
1685	45951.19855
1686	45941.8819
1687	45932.04586
1688	45926.06154
1689	45911.40393
1690	45898.22901
1691	45887.93116
1692	45878.93388
1693	45856.75657
1694	45846.23837
1695	45836.4421
1696	45828.50238
1697	45817.31146
1698	45807.88421
1699	45790.37459
1700	45773.28581
1701	45761.19941
1702	45745.83943
1703	45733.61044
1704	45721.92216
1705	45713.98727
1706	45706.09627
1707	45698.13806
1708	45687.44708
1709	45676.48557
1710	45669.22159
1711	45646.35993
1712	45638.63135
1713	45629.02585
1714	45620.10977
1715	45595.57029
1716	45579.13286
1717	45561.51521
1718	45550.59423
1719	45542.75818
1720	45531.16503
1721	45516.51223
1722	45496.73203
1723	45480.67711
1724	45469.85374
1725	45461.50191
1726	45448.83704
1727	45431.9006
1728	45422.99919
1729	45409.84245
1730	45402.42234
1731	45398.49278
1732	45387.01199
1733	45375.49597
1734	45364.19869
1735	45343.05551
1736	45336.85019
1737	45325.55713
1738	45305.45087
1739	45295.01991
1740	45269.44889
1741	45258.7431
1742	45250.97281
1743	45234.31894
1744	45221.34726
1745	45206.75211
1746	45194.5384
1747	45187.08704
1748	45172.61222
1749	45160.55362
1750	45150.03426
1751	45144.158
1752	45132.25546
1753	45114.20003
1754	45105.93805
1755	45096.32569
1756	45081.63038
1757	45071.24771
1758	45065.8042
1759	45050.86906
1760	45045.26772
1761	45030.57934
1762	45017.46834
1763	45005.40501
1764	44993.0828
1765	44987.63659
1766	44978.28036
1767	44972.58499
1768	44969.24293
1769	44964.59607
1770	44951.85352
1771	44943.9355
1772	44933.86479
1773	44912.0875
1774	44905.2221
1775	44890.69735
1776	44871.80164
1777	44859.05796
1778	44837.58344
1779	44825.22088
1780	44813.54397
1781	44801.3284
1782	44791.59096
1783	44777.56703
1784	44764.50065
1785	44753.9912
1786	44742.53068
1787	44724.53983
1788	44713.52459
1789	44693.057
1790	44678.05803
1791	44666.10579
1792	44651.22064
1793	44635.77987
1794	44630.05633
1795	44615.61591
1796	44609.8147
1797	44597.62275
1798	44582.16631
1799	44578.31608
1800	44569.05874
1801	44559.56209
1802	44549.47796
1803	44546.21928
1804	44527.88718
1805	44517.18165
1806	44501.23189
1807	44493.48298
1808	44483.87075
1809	44470.51419
1810	44459.58585
1811	44446.45917
1812	44437.27647
1813	44420.40638
1814	44411.82465
1815	44404.9012
1816	44385.7144
1817	44379.30921
1818	44366.62243
1819	44350.12704
1820	44337.6155
1821	44334.40019
1822	44324.18257
1823	44313.34082
1824	44307.39531
1825	44298.21406
1826	44291.02806
1827	44281.29582
1828	44271.18659
1829	44259.7078
1830	44249.01953
1831	44236.9967
1832	44231.49589
1833	44222.1773
1834	44213.57586
1835	44197.98898
1836	44186.83818
1837	44162.25715
1838	44149.30901
1839	44141.18903
1840	44137.15264
1841	44123.62595
1842	44110.77712
1843	44094.06961
1844	44083.27066
1845	44065.28875
1846	44056.97877
1847	44051.62025
1848	44044.40224
1849	44029.35672
1850	44017.18927
1851	44007.62086
1852	43995.70771
1853	43987.09994
1854	43967.40601
1855	43957.31897
1856	43944.18293
1857	43933.74411
1858	43920.89683
1859	43911.26476
1860	43894.81066
1861	43883.02317
1862	43874.71608
1863	43860.97061
1864	43849.75504
1865	43833.43915
1866	43820.87356
1867	43808.47501
1868	43793.83781
1869	43783.28006
1870	43771.8742
1871	43760.36555
1872	43749.08878
1873	43740.23548
1874	43729.7509
1875	43718.85581
1876	43703.83198
1877	43688.51738
1878	43674.92253
1879	43654.80193
1880	43639.85749
1881	43628.25875
1882	43613.02408
1883	43595.0459
1884	43579.77592
1885	43563.77165
1886	43552.04377
1887	43538.71061
1888	43525.14384
1889	43504.22034
1890	43492.20999
1891	43477.11816
1892	43468.91282
1893	43463.52544
1894	43451.69003
1895	43444.71648
1896	43429.10276
1897	43421.144
1898	43402.80957
1899	43391.37899
1900	43371.30693
1901	43359.82999
1902	43349.71891
1903	43343.33661
1904	43330.90798
1905	43321.08706
1906	43307.28965
1907	43296.04065
1908	43287.12034
1909	43279.88473
1910	43271.06266
1911	43258.16291
1912	43248.8158
1913	43239.93927
1914	43235.65343
1915	43223.73338
1916	43213.75127
1917	43206.06236
1918	43195.42553
1919	43182.79272
1920	43177.60691
1921	43163.59307
1922	43151.65188
1923	43141.65228
1924	43126.49473
1925	43110.96279
1926	43099.5049
1927	43086.18429
1928	43069.1761
1929	43058.65232
1930	43049.05984
1931	43042.49594
1932	43034.85972
1933	43010.27361
1934	43006.90117
1935	42990.33468
1936	42972.70111
1937	42956.12712
1938	42939.10178
1939	42926.36195
1940	42915.98864
1941	42901.73796
1942	42891.14904
1943	42874.91678
1944	42869.3922
1945	42860.3586
1946	42850.34827
1947	42838.15802
1948	42831.87661
1949	42821.87238
1950	42813.90654
1951	42793.32418
1952	42783.97532
1953	42774.63863
1954	42757.60484
1955	42752.87004
1956	42741.09671
1957	42728.47665
1958	42721.28821
1959	42713.43719
1960	42704.67799
1961	42699.1925
1962	42675.4727
1963	42663.64537
1964	42656.68803
1965	42643.06309
1966	42631.1801
1967	42624.81646
1968	42616.69624
1969	42604.05041
1970	42589.1878
1971	42575.60052
1972	42567.6139
1973	42559.16477
1974	42551.24396
1975	42544.06492
1976	42536.17349
1977	42526.75794
1978	42509.72074
1979	42494.20946
1980	42482.28106
1981	42470.51663
1982	42462.52689
1983	42442.45007
1984	42422.63621
1985	42409.71221
1986	42398.16524
1987	42386.84788
1988	42375.72213
1989	42360.58583
1990	42350.18995
1991	42335.77248
1992	42318.85084
1993	42306.12781
1994	42296.61631
1995	42284.92427
1996	42273.44874
1997	42265.46579
1998	42249.54153
1999	42235.76684
2000	42225.09759
2001	42213.40534
2002	42203.21357
2003	42194.0426
2004	42183.80699
2005	42176.704
2006	42160.80949
2007	42151.43224
2008	42141.19537
2009	42128.64985
2010	42114.36547
2011	42101.44291
2012	42088.90968
2013	42076.96287
2014	42068.3381
2015	42053.77318
2016	42042.36444
2017	42029.37909
2018	42023.50974
2019	42006.08177
2020	41995.63849
2021	41981.07739
2022	41963.61409
2023	41954.51741
2024	41944.92658
2025	41939.01882
2026	41920.58469
2027	41901.80185
2028	41897.25615
2029	41891.27865
2030	41880.29835
2031	41869.57281
2032	41856.0904
2033	41847.14497
2034	41836.49933
2035	41829.86214
2036	41815.04229
2037	41801.95666
2038	41790.68418
2039	41782.04935
2040	41766.94726
2041	41754.57839
2042	41748.16918
2043	41742.1979
2044	41731.4465
2045	41720.01428
2046	41714.36319
2047	41694.25983
2048	41675.78196
2049	41664.31516
2050	41657.55559
2051	41640.86423
2052	41633.44014
2053	41624.25745
2054	41614.98913
2055	41602.05474
2056	41588.60086
2057	41582.37261
2058	41575.67712
2059	41565.39171
2060	41554.1347
2061	41538.50052
2062	41525.93782
2063	41512.38618
2064	41510.68917
2065	41500.21002
2066	41488.88642
2067	41476.77167
2068	41468.26139
2069	41453.62191
2070	41444.33932
2071	41436.71609
2072	41422.73455
2073	41412.45646
2074	41401.71939
2075	41389.30654
2076	41378.75107
2077	41367.19004
2078	41357.54729
2079	41348.86886
2080	41336.02405
2081	41322.9708
2082	41306.78121
2083	41296.80807
2084	41288.26187
2085	41276.41788
2086	41268.17432
2087	41254.2343
2088	41238.74633
2089	41228.94948
2090	41218.48609
2091	41210.11015
2092	41198.8988
2093	41185.71278
2094	41178.57915
2095	41172.42402
2096	41163.55307
2097	41153.84509
2098	41145.11672
2099	41130.39716
2100	41122.3151
2101	41112.90288
2102	41105.504
2103	41098.67208
2104	41088.03691
2105	41074.78436
2106	41058.20116
2107	41050.64239
2108	41041.26423
2109	41037.16488
2110	41029.47383
2111	41020.01615
2112	41002.17804
2113	40996.25758
2114	40986.8807
2115	40978.29658
2116	40964.53275
2117	40955.00725
2118	40943.39576
2119	40928.19841
2120	40917.11049
2121	40899.16624
2122	40889.43776
2123	40873.00547
2124	40860.94449
2125	40842.36754
2126	40829.80454
2127	40820.74155
2128	40813.89271
2129	40800.47873
2130	40789.5093
2131	40778.4462
2132	40773.91134
2133	40769.8886
2134	40763.74978
2135	40756.90733
2136	40748.81676
2137	40739.30841
2138	40728.20614
2139	40720.21684
2140	40710.28002
2141	40703.66218
2142	40692.45706
2143	40681.98906
2144	40670.25107
2145	40659.63981
2146	40651.16855
2147	40639.98509
2148	40631.00383
2149	40620.39165
2150	40609.29251
2151	40595.00318
2152	40584.76728
2153	40575.8202
2154	40566.08712
2155	40554.46737
2156	40545.86764
2157	40534.574
2158	40523.56769
2159	40514.1633
2160	40493.94263
2161	40484.79049
2162	40472.38234
2163	40464.09872
2164	40453.75856
2165	40437.4183
2166	40425.28666
2167	40411.91449
2168	40404.0067
2169	40389.21548
2170	40375.94046
2171	40365.22213
2172	40358.81748
2173	40346.44755
2174	40333.75598
2175	40324.69299
2176	40313.71766
2177	40304.83662
2178	40297.25464
2179	40289.15413
2180	40280.64937
2181	40265.02745
2182	40254.36855
2183	40240.86141
2184	40232.63935
2185	40224.25819
2186	40216.69087
2187	40207.13457
2188	40198.67649
2189	40186.13549
2190	40179.21853
2191	40170.91832
2192	40163.98802
2193	40145.89742
2194	40141.12324
2195	40132.16214
2196	40116.78426
2197	40109.95569
2198	40101.61065
2199	40094.73189
2200	40078.45056
2201	40070.78616
2202	40063.23304
2203	40048.46078
2204	40035.66801
2205	40022.31506
2206	40015.97823
2207	40004.62782
2208	39995.16498
2209	39989.82991
2210	39980.69743
2211	39973.55767
2212	39964.59012
2213	39949.23366
2214	39932.55724
2215	39923.05315
2216	39913.93444
2217	39906.8086
2218	39887.97638
2219	39879.34377
2220	39871.57999
2221	39862.11148
2222	39855.41738
2223	39849.02539
2224	39842.3904
2225	39833.21785
2226	39819.58584
2227	39810.51047
2228	39800.00038
2229	39793.00131
2230	39786.74871
2231	39773.40446
2232	39765.29369
2233	39755.00399
2234	39742.46814
2235	39734.70511
2236	39728.27768
2237	39713.5459
2238	39709.50743
2239	39702.04045
2240	39689.04349
2241	39678.86625
2242	39661.2947
2243	39654.33139
2244	39648.65154
2245	39638.16384
2246	39625.25638
2247	39617.5719
2248	39607.19886
2249	39595.34713
